,name,party,state,bill,result
774,Reid,D,NV,8,0.5
775,Risch,R,ID,8,1.0
776,Roberts,R,KS,8,1.0
777,Rounds,R,SD,8,1.0
778,Rubio,R,FL,8,1.0
779,Sanders,I,VT,8,1.0
780,Sasse,R,NE,8,1.0
781,Schatz,D,HI,8,1.0
782,Schumer,D,NY,8,1.0
783,Scott,R,SC,8,1.0
784,Sessions,R,AL,8,1.0
785,Shaheen,D,NH,8,1.0
786,Shelby,R,AL,8,1.0
787,Stabenow,D,MI,8,1.0
788,Sullivan,R,AK,8,1.0
789,Tester,D,MT,8,1.0
790,Thune,R,SD,8,1.0
791,Tillis,R,NC,8,1.0
792,Toomey,R,PA,8,1.0
793,Udall,D,NM,8,1.0
794,Vitter,R,LA,8,1.0
795,Warner,D,VA,8,1.0
796,Warren,D,MA,8,1.0
797,Whitehouse,D,RI,8,1.0
798,Wicker,R,MS,8,0.0
799,Wyden,D,OR,8,1.0
800,Alexander,R,TN,9,1.0
801,Ayotte,R,NH,9,0.0
802,Baldwin,D,WI,9,0.0
803,Barrasso,R,WY,9,1.0
804,Bennet,D,CO,9,0.0
805,Blumenthal,D,CT,9,0.0
806,Blunt,R,MO,9,1.0
807,Booker,D,NJ,9,0.0
808,Boozman,R,AR,9,1.0
809,Boxer,D,CA,9,0.0
810,Brown,D,OH,9,0.0
811,Burr,R,NC,9,1.0
812,Cantwell,D,WA,9,0.0
813,Capito,R,WV,9,1.0
814,Cardin,D,MD,9,0.0
815,Carper,D,DE,9,0.0
816,Casey,D,PA,9,0.0
817,Cassidy,R,LA,9,1.0
818,Coats,R,IN,9,1.0
819,Cochran,R,MS,9,1.0
820,Collins,R,ME,9,0.0
821,Coons,D,DE,9,0.0
822,Corker,R,TN,9,1.0
823,Cornyn,R,TX,9,1.0
824,Cotton,R,AR,9,1.0
825,Crapo,R,ID,9,1.0
826,Cruz,R,TX,9,1.0
827,Daines,R,MT,9,1.0
828,Donnelly,D,IN,9,0.0
829,Durbin,D,IL,9,0.0
830,Enzi,R,WY,9,1.0
831,Ernst,R,IA,9,1.0
832,Feinstein,D,CA,9,0.0
833,Fischer,R,NE,9,1.0
834,Flake,R,AZ,9,1.0
835,Franken,D,MN,9,0.0
836,Gardner,R,CO,9,1.0
837,Gillibrand,D,NY,9,0.0
838,Graham,R,SC,9,0.5
839,Grassley,R,IA,9,1.0
840,Hatch,R,UT,9,1.0
841,Heinrich,D,NM,9,0.0
842,Heitkamp,D,ND,9,0.0
843,Heller,R,NV,9,1.0
844,Hirono,D,HI,9,0.0
845,Hoeven,R,ND,9,1.0
846,Inhofe,R,OK,9,1.0
847,Isakson,R,GA,9,1.0
848,Johnson,R,WI,9,1.0
849,Kaine,D,VA,9,0.0
850,King,I,ME,9,0.0
851,Kirk,R,IL,9,1.0
852,Klobuchar,D,MN,9,0.0
853,Lankford,R,OK,9,1.0
854,Leahy,D,VT,9,0.0
855,Lee,R,UT,9,0.5
856,Manchin,D,WV,9,1.0
857,Markey,D,MA,9,0.0
858,McCain,R,AZ,9,1.0
859,McCaskill,D,MO,9,0.0
860,McConnell,R,KY,9,1.0
861,Menendez,D,NJ,9,0.0
862,Merkley,D,OR,9,0.0
863,Mikulski,D,MD,9,0.0
864,Moran,R,KS,9,1.0
865,Murkowski,R,AK,9,1.0
866,Murphy,D,CT,9,0.0
867,Murray,D,WA,9,0.0
868,Nelson,D,FL,9,0.0
869,Paul,R,KY,9,1.0
870,Perdue,R,GA,9,1.0
871,Peters,D,MI,9,0.0
872,Portman,R,OH,9,1.0
873,Reed,D,RI,9,0.0
874,Reid,D,NV,9,0.5
875,Risch,R,ID,9,1.0
876,Roberts,R,KS,9,1.0
877,Rounds,R,SD,9,1.0
878,Rubio,R,FL,9,1.0
879,Sanders,I,VT,9,0.0
880,Sasse,R,NE,9,1.0
881,Schatz,D,HI,9,0.0
882,Schumer,D,NY,9,0.0
883,Scott,R,SC,9,1.0
884,Sessions,R,AL,9,1.0
885,Shaheen,D,NH,9,0.0
886,Shelby,R,AL,9,1.0
887,Stabenow,D,MI,9,0.0
888,Sullivan,R,AK,9,1.0
889,Tester,D,MT,9,0.0
890,Thune,R,SD,9,1.0
891,Tillis,R,NC,9,1.0
892,Toomey,R,PA,9,1.0
893,Udall,D,NM,9,0.0
894,Vitter,R,LA,9,1.0
895,Warner,D,VA,9,0.0
896,Warren,D,MA,9,0.0
897,Whitehouse,D,RI,9,0.0
898,Wicker,R,MS,9,1.0
899,Wyden,D,OR,9,0.0
900,Alexander,R,TN,10,1.0
901,Ayotte,R,NH,10,1.0
902,Baldwin,D,WI,10,0.0
903,Barrasso,R,WY,10,1.0
904,Bennet,D,CO,10,0.0
905,Blumenthal,D,CT,10,0.0
906,Blunt,R,MO,10,1.0
907,Booker,D,NJ,10,0.0
908,Boozman,R,AR,10,1.0
909,Boxer,D,CA,10,0.0
910,Brown,D,OH,10,0.0
911,Burr,R,NC,10,1.0
912,Cantwell,D,WA,10,0.0
913,Capito,R,WV,10,1.0
914,Cardin,D,MD,10,0.0
915,Carper,D,DE,10,0.0
916,Casey,D,PA,10,0.0
917,Cassidy,R,LA,10,1.0
918,Coats,R,IN,10,1.0
919,Cochran,R,MS,10,1.0
920,Collins,R,ME,10,1.0
921,Coons,D,DE,10,0.5
922,Corker,R,TN,10,1.0
923,Cornyn,R,TX,10,1.0
924,Cotton,R,AR,10,1.0
925,Crapo,R,ID,10,1.0
926,Cruz,R,TX,10,1.0
927,Daines,R,MT,10,1.0
928,Donnelly,D,IN,10,0.0
929,Durbin,D,IL,10,0.0
930,Enzi,R,WY,10,1.0
931,Ernst,R,IA,10,1.0
932,Feinstein,D,CA,10,0.0
933,Fischer,R,NE,10,1.0
934,Flake,R,AZ,10,1.0
935,Franken,D,MN,10,0.5
936,Gardner,R,CO,10,1.0
937,Gillibrand,D,NY,10,0.0
938,Graham,R,SC,10,0.5
939,Grassley,R,IA,10,1.0
940,Hatch,R,UT,10,1.0
941,Heinrich,D,NM,10,0.0
942,Heitkamp,D,ND,10,0.0
943,Heller,R,NV,10,1.0
944,Hirono,D,HI,10,0.0
945,Hoeven,R,ND,10,1.0
946,Inhofe,R,OK,10,1.0
947,Isakson,R,GA,10,1.0
948,Johnson,R,WI,10,1.0
949,Kaine,D,VA,10,0.0
950,King,I,ME,10,0.0
951,Kirk,R,IL,10,1.0
952,Klobuchar,D,MN,10,0.0
953,Lankford,R,OK,10,1.0
954,Leahy,D,VT,10,0.0
955,Lee,R,UT,10,0.5
956,Manchin,D,WV,10,0.0
957,Markey,D,MA,10,0.0
958,McCain,R,AZ,10,1.0
959,McCaskill,D,MO,10,0.0
960,McConnell,R,KY,10,1.0
961,Menendez,D,NJ,10,0.0
962,Merkley,D,OR,10,0.0
963,Mikulski,D,MD,10,0.0
964,Moran,R,KS,10,1.0
965,Murkowski,R,AK,10,1.0
966,Murphy,D,CT,10,0.0
967,Murray,D,WA,10,0.0
968,Nelson,D,FL,10,0.0
969,Paul,R,KY,10,1.0
970,Perdue,R,GA,10,1.0
971,Peters,D,MI,10,0.0
972,Portman,R,OH,10,1.0
973,Reed,D,RI,10,0.0
974,Reid,D,NV,10,0.5
975,Risch,R,ID,10,1.0
976,Roberts,R,KS,10,1.0
977,Rounds,R,SD,10,1.0
978,Rubio,R,FL,10,1.0
979,Sanders,I,VT,10,0.0
980,Sasse,R,NE,10,1.0
981,Schatz,D,HI,10,0.0
982,Schumer,D,NY,10,0.0
983,Scott,R,SC,10,1.0
984,Sessions,R,AL,10,1.0
985,Shaheen,D,NH,10,0.0
986,Shelby,R,AL,10,1.0
987,Stabenow,D,MI,10,0.0
988,Sullivan,R,AK,10,1.0
989,Tester,D,MT,10,0.0
990,Thune,R,SD,10,1.0
991,Tillis,R,NC,10,1.0
992,Toomey,R,PA,10,1.0
993,Udall,D,NM,10,0.0
994,Vitter,R,LA,10,1.0
995,Warner,D,VA,10,0.0
996,Warren,D,MA,10,0.0
997,Whitehouse,D,RI,10,0.0
998,Wicker,R,MS,10,1.0
999,Wyden,D,OR,10,0.0
1000,Alexander,R,TN,11,0.0
1001,Ayotte,R,NH,11,0.0
1002,Baldwin,D,WI,11,1.0
1003,Barrasso,R,WY,11,0.0
1004,Bennet,D,CO,11,0.0
1005,Blumenthal,D,CT,11,1.0
1006,Blunt,R,MO,11,0.0
1007,Booker,D,NJ,11,1.0
1008,Boozman,R,AR,11,0.0
1009,Boxer,D,CA,11,1.0
1010,Brown,D,OH,11,1.0
1011,Burr,R,NC,11,0.0
1012,Cantwell,D,WA,11,1.0
1013,Capito,R,WV,11,0.0
1014,Cardin,D,MD,11,1.0
1015,Carper,D,DE,11,0.0
1016,Casey,D,PA,11,1.0
1017,Cassidy,R,LA,11,0.0
1018,Coats,R,IN,11,0.0
1019,Cochran,R,MS,11,0.0
1020,Collins,R,ME,11,0.0
1021,Coons,D,DE,11,1.0
1022,Corker,R,TN,11,0.0
1023,Cornyn,R,TX,11,0.0
1024,Cotton,R,AR,11,0.0
1025,Crapo,R,ID,11,0.0
1026,Cruz,R,TX,11,0.0
1027,Daines,R,MT,11,0.0
1028,Donnelly,D,IN,11,1.0
1029,Durbin,D,IL,11,1.0
1030,Enzi,R,WY,11,0.0
1031,Ernst,R,IA,11,0.0
1032,Feinstein,D,CA,11,1.0
1033,Fischer,R,NE,11,0.0
1034,Flake,R,AZ,11,0.0
1035,Franken,D,MN,11,1.0
1036,Gardner,R,CO,11,0.0
1037,Gillibrand,D,NY,11,1.0
1038,Graham,R,SC,11,0.0
1039,Grassley,R,IA,11,0.0
1040,Hatch,R,UT,11,0.0
1041,Heinrich,D,NM,11,1.0
1042,Heitkamp,D,ND,11,0.0
1043,Heller,R,NV,11,0.0
1044,Hirono,D,HI,11,1.0
1045,Hoeven,R,ND,11,0.0
1046,Inhofe,R,OK,11,0.0
1047,Isakson,R,GA,11,0.0
1048,Johnson,R,WI,11,0.0
1049,Kaine,D,VA,11,1.0
1050,King,I,ME,11,1.0
1051,Kirk,R,IL,11,1.0
1052,Klobuchar,D,MN,11,1.0
1053,Lankford,R,OK,11,0.0
1054,Leahy,D,VT,11,1.0
1055,Lee,R,UT,11,0.0
1056,Manchin,D,WV,11,0.0
1057,Markey,D,MA,11,1.0
1058,McCain,R,AZ,11,0.0
1059,McCaskill,D,MO,11,0.0
1060,McConnell,R,KY,11,0.0
1061,Menendez,D,NJ,11,1.0
1062,Merkley,D,OR,11,1.0
1063,Mikulski,D,MD,11,1.0
1064,Moran,R,KS,11,0.0
1065,Murkowski,R,AK,11,0.0
1066,Murphy,D,CT,11,1.0
1067,Murray,D,WA,11,1.0
1068,Nelson,D,FL,11,1.0
1069,Paul,R,KY,11,0.0
1070,Perdue,R,GA,11,0.0
1071,Peters,D,MI,11,1.0
1072,Portman,R,OH,11,0.0
1073,Reed,D,RI,11,1.0
1074,Reid,D,NV,11,0.5
1075,Risch,R,ID,11,0.0
1076,Roberts,R,KS,11,0.0
1077,Rounds,R,SD,11,0.0
1078,Rubio,R,FL,11,0.5
1079,Sanders,I,VT,11,1.0
1080,Sasse,R,NE,11,0.0
1081,Schatz,D,HI,11,1.0
1082,Schumer,D,NY,11,1.0
1083,Scott,R,SC,11,0.0
1084,Sessions,R,AL,11,0.0
1085,Shaheen,D,NH,11,1.0
1086,Shelby,R,AL,11,0.0
1087,Stabenow,D,MI,11,1.0
1088,Sullivan,R,AK,11,0.0
1089,Tester,D,MT,11,0.0
1090,Thune,R,SD,11,0.0
1091,Tillis,R,NC,11,0.0
1092,Toomey,R,PA,11,0.0
1093,Udall,D,NM,11,1.0
1094,Vitter,R,LA,11,0.0
1095,Warner,D,VA,11,1.0
1096,Warren,D,MA,11,1.0
1097,Whitehouse,D,RI,11,1.0
1098,Wicker,R,MS,11,0.0
1099,Wyden,D,OR,11,1.0
1100,Alexander,R,TN,12,0.0
1101,Ayotte,R,NH,12,1.0
1102,Baldwin,D,WI,12,1.0
1103,Barrasso,R,WY,12,0.0
1104,Bennet,D,CO,12,1.0
1105,Blumenthal,D,CT,12,1.0
1106,Blunt,R,MO,12,0.0
1107,Booker,D,NJ,12,1.0
1108,Boozman,R,AR,12,0.0
1109,Boxer,D,CA,12,1.0
1110,Brown,D,OH,12,1.0
1111,Burr,R,NC,12,0.0
1112,Cantwell,D,WA,12,1.0
1113,Capito,R,WV,12,0.0
1114,Cardin,D,MD,12,1.0
1115,Carper,D,DE,12,1.0
1116,Casey,D,PA,12,1.0
1117,Cassidy,R,LA,12,0.0
1118,Coats,R,IN,12,0.0
1119,Cochran,R,MS,12,0.0
1120,Collins,R,ME,12,1.0
1121,Coons,D,DE,12,1.0
1122,Corker,R,TN,12,0.0
1123,Cornyn,R,TX,12,0.0
1124,Cotton,R,AR,12,0.0
1125,Crapo,R,ID,12,0.0
1126,Cruz,R,TX,12,0.0
1127,Daines,R,MT,12,0.0
1128,Donnelly,D,IN,12,1.0
1129,Durbin,D,IL,12,1.0
1130,Enzi,R,WY,12,0.0
1131,Ernst,R,IA,12,0.0
1132,Feinstein,D,CA,12,1.0
1133,Fischer,R,NE,12,0.0
1134,Flake,R,AZ,12,0.0
1135,Franken,D,MN,12,1.0
1136,Gardner,R,CO,12,0.0
1137,Gillibrand,D,NY,12,1.0
1138,Graham,R,SC,12,0.0
1139,Grassley,R,IA,12,0.0
1140,Hatch,R,UT,12,0.0
1141,Heinrich,D,NM,12,1.0
1142,Heitkamp,D,ND,12,1.0
1143,Heller,R,NV,12,0.0
1144,Hirono,D,HI,12,1.0
1145,Hoeven,R,ND,12,0.0
1146,Inhofe,R,OK,12,0.0
1147,Isakson,R,GA,12,0.0
1148,Johnson,R,WI,12,0.0
1149,Kaine,D,VA,12,1.0
1150,King,I,ME,12,1.0
1151,Kirk,R,IL,12,0.0
1152,Klobuchar,D,MN,12,1.0
1153,Lankford,R,OK,12,0.0
1154,Leahy,D,VT,12,1.0
1155,Lee,R,UT,12,0.0
1156,Manchin,D,WV,12,1.0
1157,Markey,D,MA,12,1.0
1158,McCain,R,AZ,12,0.0
1159,McCaskill,D,MO,12,1.0
1160,McConnell,R,KY,12,0.0
1161,Menendez,D,NJ,12,1.0
1162,Merkley,D,OR,12,1.0
1163,Mikulski,D,MD,12,1.0
1164,Moran,R,KS,12,0.0
1165,Murkowski,R,AK,12,0.0
1166,Murphy,D,CT,12,1.0
1167,Murray,D,WA,12,1.0
1168,Nelson,D,FL,12,1.0
1169,Paul,R,KY,12,0.0
1170,Perdue,R,GA,12,0.0
1171,Peters,D,MI,12,1.0
1172,Portman,R,OH,12,0.0
1173,Reed,D,RI,12,1.0
1174,Reid,D,NV,12,0.5
1175,Risch,R,ID,12,0.0
1176,Roberts,R,KS,12,0.0
1177,Rounds,R,SD,12,0.0
1178,Rubio,R,FL,12,0.5
1179,Sanders,I,VT,12,1.0
1180,Sasse,R,NE,12,0.0
1181,Schatz,D,HI,12,1.0
1182,Schumer,D,NY,12,1.0
1183,Scott,R,SC,12,0.0
1184,Sessions,R,AL,12,0.0
1185,Shaheen,D,NH,12,1.0
1186,Shelby,R,AL,12,0.0
1187,Stabenow,D,MI,12,1.0
1188,Sullivan,R,AK,12,0.0
1189,Tester,D,MT,12,1.0
1190,Thune,R,SD,12,0.0
1191,Tillis,R,NC,12,0.0
1192,Toomey,R,PA,12,0.0
1193,Udall,D,NM,12,1.0
1194,Vitter,R,LA,12,0.0
1195,Warner,D,VA,12,1.0
1196,Warren,D,MA,12,1.0
1197,Whitehouse,D,RI,12,1.0
1198,Wicker,R,MS,12,0.0
1199,Wyden,D,OR,12,1.0
1200,Alexander,R,TN,13,0.0
1201,Ayotte,R,NH,13,0.0
1202,Baldwin,D,WI,13,0.0
1203,Barrasso,R,WY,13,1.0
1204,Bennet,D,CO,13,0.0
1205,Blumenthal,D,CT,13,0.0
1206,Blunt,R,MO,13,1.0
1207,Booker,D,NJ,13,0.0
1208,Boozman,R,AR,13,1.0
1209,Boxer,D,CA,13,0.0
1210,Brown,D,OH,13,0.0
1211,Burr,R,NC,13,1.0
1212,Cantwell,D,WA,13,0.0
1213,Capito,R,WV,13,1.0
1214,Cardin,D,MD,13,0.0
1215,Carper,D,DE,13,0.0
1216,Casey,D,PA,13,0.0
1217,Cassidy,R,LA,13,1.0
1218,Coats,R,IN,13,1.0
1219,Cochran,R,MS,13,1.0
1220,Collins,R,ME,13,0.0
1221,Coons,D,DE,13,0.0
1222,Corker,R,TN,13,1.0
1223,Cornyn,R,TX,13,1.0
1224,Cotton,R,AR,13,1.0
1225,Crapo,R,ID,13,1.0
1226,Cruz,R,TX,13,1.0
1227,Daines,R,MT,13,1.0
1228,Donnelly,D,IN,13,0.0
1229,Durbin,D,IL,13,0.0
1230,Enzi,R,WY,13,1.0
1231,Ernst,R,IA,13,1.0
1232,Feinstein,D,CA,13,0.0
1233,Fischer,R,NE,13,1.0
1234,Flake,R,AZ,13,1.0
1235,Franken,D,MN,13,0.0
1236,Gardner,R,CO,13,0.0
1237,Gillibrand,D,NY,13,0.0
1238,Graham,R,SC,13,1.0
1239,Grassley,R,IA,13,1.0
1240,Hatch,R,UT,13,1.0
1241,Heinrich,D,NM,13,0.0
1242,Heitkamp,D,ND,13,0.0
1243,Heller,R,NV,13,1.0
1244,Hirono,D,HI,13,0.0
1245,Hoeven,R,ND,13,1.0
1246,Inhofe,R,OK,13,1.0
1247,Isakson,R,GA,13,1.0
1248,Johnson,R,WI,13,1.0
1249,Kaine,D,VA,13,0.0
1250,King,I,ME,13,0.0
1251,Kirk,R,IL,13,1.0
1252,Klobuchar,D,MN,13,0.0
1253,Lankford,R,OK,13,1.0
1254,Leahy,D,VT,13,0.0
1255,Lee,R,UT,13,1.0
1256,Manchin,D,WV,13,1.0
1257,Markey,D,MA,13,0.0
1258,McCain,R,AZ,13,1.0
1259,McCaskill,D,MO,13,0.0
1260,McConnell,R,KY,13,1.0
1261,Menendez,D,NJ,13,0.0
1262,Merkley,D,OR,13,0.0
1263,Mikulski,D,MD,13,0.0
1264,Moran,R,KS,13,1.0
1265,Murkowski,R,AK,13,1.0
1266,Murphy,D,CT,13,0.0
1267,Murray,D,WA,13,0.0
1268,Nelson,D,FL,13,0.0
1269,Paul,R,KY,13,1.0
1270,Perdue,R,GA,13,1.0
1271,Peters,D,MI,13,0.0
1272,Portman,R,OH,13,1.0
1273,Reed,D,RI,13,0.0
1274,Reid,D,NV,13,0.5
1275,Risch,R,ID,13,1.0
1276,Roberts,R,KS,13,1.0
1277,Rounds,R,SD,13,1.0
1278,Rubio,R,FL,13,0.5
1279,Sanders,I,VT,13,0.0
1280,Sasse,R,NE,13,1.0
1281,Schatz,D,HI,13,0.0
1282,Schumer,D,NY,13,0.0
1283,Scott,R,SC,13,1.0
1284,Sessions,R,AL,13,1.0
1285,Shaheen,D,NH,13,0.0
1286,Shelby,R,AL,13,1.0
1287,Stabenow,D,MI,13,0.0
1288,Sullivan,R,AK,13,1.0
1289,Tester,D,MT,13,0.0
1290,Thune,R,SD,13,1.0
1291,Tillis,R,NC,13,1.0
1292,Toomey,R,PA,13,1.0
1293,Udall,D,NM,13,0.0
1294,Vitter,R,LA,13,1.0
1295,Warner,D,VA,13,0.0
1296,Warren,D,MA,13,0.0
1297,Whitehouse,D,RI,13,0.0
1298,Wicker,R,MS,13,1.0
1299,Wyden,D,OR,13,0.0
1300,Alexander,R,TN,14,0.0
1301,Ayotte,R,NH,14,1.0
1302,Baldwin,D,WI,14,1.0
1303,Barrasso,R,WY,14,0.0
1304,Bennet,D,CO,14,1.0
1305,Blumenthal,D,CT,14,1.0
1306,Blunt,R,MO,14,0.0
1307,Booker,D,NJ,14,1.0
1308,Boozman,R,AR,14,0.0
1309,Boxer,D,CA,14,1.0
1310,Brown,D,OH,14,1.0
1311,Burr,R,NC,14,0.0
1312,Cantwell,D,WA,14,1.0
1313,Capito,R,WV,14,0.0
1314,Cardin,D,MD,14,1.0
1315,Carper,D,DE,14,1.0
1316,Casey,D,PA,14,1.0
1317,Cassidy,R,LA,14,0.0
1318,Coats,R,IN,14,0.0
1319,Cochran,R,MS,14,0.0
1320,Collins,R,ME,14,1.0
1321,Coons,D,DE,14,1.0
1322,Corker,R,TN,14,0.0
1323,Cornyn,R,TX,14,0.0
1324,Cotton,R,AR,14,0.0
1325,Crapo,R,ID,14,0.0
1326,Cruz,R,TX,14,0.0
1327,Daines,R,MT,14,0.0
1328,Donnelly,D,IN,14,0.0
1329,Durbin,D,IL,14,1.0
1330,Enzi,R,WY,14,0.0
1331,Ernst,R,IA,14,0.0
1332,Feinstein,D,CA,14,1.0
1333,Fischer,R,NE,14,0.0
1334,Flake,R,AZ,14,0.0
1335,Franken,D,MN,14,1.0
1336,Gardner,R,CO,14,0.0
1337,Gillibrand,D,NY,14,1.0
1338,Graham,R,SC,14,0.0
1339,Grassley,R,IA,14,0.0
1340,Hatch,R,UT,14,0.0
1341,Heinrich,D,NM,14,1.0
1342,Heitkamp,D,ND,14,0.0
1343,Heller,R,NV,14,1.0
1344,Hirono,D,HI,14,1.0
1345,Hoeven,R,ND,14,0.0
1346,Inhofe,R,OK,14,0.0
1347,Isakson,R,GA,14,0.0
1348,Johnson,R,WI,14,0.0
1349,Kaine,D,VA,14,1.0
1350,King,I,ME,14,1.0
1351,Kirk,R,IL,14,1.0
1352,Klobuchar,D,MN,14,1.0
1353,Lankford,R,OK,14,0.0
1354,Leahy,D,VT,14,1.0
1355,Lee,R,UT,14,0.0
1356,Manchin,D,WV,14,0.0
1357,Markey,D,MA,14,1.0
1358,McCain,R,AZ,14,0.0
1359,McCaskill,D,MO,14,1.0
1360,McConnell,R,KY,14,0.0
1361,Menendez,D,NJ,14,1.0
1362,Merkley,D,OR,14,1.0
1363,Mikulski,D,MD,14,1.0
1364,Moran,R,KS,14,0.0
1365,Murkowski,R,AK,14,0.0
1366,Murphy,D,CT,14,1.0
1367,Murray,D,WA,14,1.0
1368,Nelson,D,FL,14,0.0
1369,Paul,R,KY,14,0.0
1370,Perdue,R,GA,14,0.0
1371,Peters,D,MI,14,1.0
1372,Portman,R,OH,14,0.0
1373,Reed,D,RI,14,1.0
1374,Reid,D,NV,14,0.5
1375,Risch,R,ID,14,0.0
1376,Roberts,R,KS,14,0.0
1377,Rounds,R,SD,14,0.0
1378,Rubio,R,FL,14,0.5
1379,Sanders,I,VT,14,1.0
1380,Sasse,R,NE,14,0.0
1381,Schatz,D,HI,14,1.0
1382,Schumer,D,NY,14,1.0
1383,Scott,R,SC,14,0.0
1384,Sessions,R,AL,14,0.0
1385,Shaheen,D,NH,14,1.0
1386,Shelby,R,AL,14,0.0
1387,Stabenow,D,MI,14,1.0
1388,Sullivan,R,AK,14,0.0
1389,Tester,D,MT,14,1.0
1390,Thune,R,SD,14,0.0
1391,Tillis,R,NC,14,0.0
1392,Toomey,R,PA,14,0.0
1393,Udall,D,NM,14,1.0
1394,Vitter,R,LA,14,0.0
1395,Warner,D,VA,14,1.0
1396,Warren,D,MA,14,1.0
1397,Whitehouse,D,RI,14,1.0
1398,Wicker,R,MS,14,0.0
1399,Wyden,D,OR,14,1.0
1400,Alexander,R,TN,15,0.0
1401,Ayotte,R,NH,15,0.0
1402,Baldwin,D,WI,15,1.0
1403,Barrasso,R,WY,15,0.0
1404,Bennet,D,CO,15,0.0
1405,Blumenthal,D,CT,15,1.0
1406,Blunt,R,MO,15,0.0
1407,Booker,D,NJ,15,1.0
1408,Boozman,R,AR,15,0.0
1409,Boxer,D,CA,15,1.0
1410,Brown,D,OH,15,1.0
1411,Burr,R,NC,15,0.0
1412,Cantwell,D,WA,15,1.0
1413,Capito,R,WV,15,0.0
1414,Cardin,D,MD,15,1.0
1415,Carper,D,DE,15,1.0
1416,Casey,D,PA,15,1.0
1417,Cassidy,R,LA,15,0.0
1418,Coats,R,IN,15,0.0
1419,Cochran,R,MS,15,0.0
1420,Collins,R,ME,15,0.0
1421,Coons,D,DE,15,1.0
1422,Corker,R,TN,15,0.0
1423,Cornyn,R,TX,15,0.0
1424,Cotton,R,AR,15,0.0
1425,Crapo,R,ID,15,0.0
1426,Cruz,R,TX,15,0.0
1427,Daines,R,MT,15,0.0
1428,Donnelly,D,IN,15,0.0
1429,Durbin,D,IL,15,1.0
1430,Enzi,R,WY,15,0.0
1431,Ernst,R,IA,15,0.0
1432,Feinstein,D,CA,15,1.0
1433,Fischer,R,NE,15,0.0
1434,Flake,R,AZ,15,0.0
1435,Franken,D,MN,15,1.0
1436,Gardner,R,CO,15,0.0
1437,Gillibrand,D,NY,15,1.0
1438,Graham,R,SC,15,0.0
1439,Grassley,R,IA,15,0.0
1440,Hatch,R,UT,15,0.0
1441,Heinrich,D,NM,15,1.0
1442,Heitkamp,D,ND,15,0.0
1443,Heller,R,NV,15,0.0
1444,Hirono,D,HI,15,1.0
1445,Hoeven,R,ND,15,0.0
1446,Inhofe,R,OK,15,0.0
1447,Isakson,R,GA,15,0.0
1448,Johnson,R,WI,15,0.0
1449,Kaine,D,VA,15,0.0
1450,King,I,ME,15,1.0
1451,Kirk,R,IL,15,0.0
1452,Klobuchar,D,MN,15,0.0
1453,Lankford,R,OK,15,0.0
1454,Leahy,D,VT,15,1.0
1455,Lee,R,UT,15,0.0
1456,Manchin,D,WV,15,0.0
1457,Markey,D,MA,15,1.0
1458,McCain,R,AZ,15,0.0
1459,McCaskill,D,MO,15,0.0
1460,McConnell,R,KY,15,0.0
1461,Menendez,D,NJ,15,1.0
1462,Merkley,D,OR,15,1.0
1463,Mikulski,D,MD,15,1.0
1464,Moran,R,KS,15,0.0
1465,Murkowski,R,AK,15,0.0
1466,Murphy,D,CT,15,1.0
1467,Murray,D,WA,15,1.0
1468,Nelson,D,FL,15,1.0
1469,Paul,R,KY,15,0.0
1470,Perdue,R,GA,15,0.0
1471,Peters,D,MI,15,1.0
1472,Portman,R,OH,15,0.0
1473,Reed,D,RI,15,1.0
1474,Reid,D,NV,15,0.5
1475,Risch,R,ID,15,0.0
1476,Roberts,R,KS,15,0.0
1477,Rounds,R,SD,15,0.0
1478,Rubio,R,FL,15,0.5
1479,Sanders,I,VT,15,1.0
1480,Sasse,R,NE,15,0.0
1481,Schatz,D,HI,15,1.0
1482,Schumer,D,NY,15,1.0
1483,Scott,R,SC,15,0.0
1484,Sessions,R,AL,15,0.0
1485,Shaheen,D,NH,15,1.0
1486,Shelby,R,AL,15,0.0
1487,Stabenow,D,MI,15,1.0
1488,Sullivan,R,AK,15,0.0
1489,Tester,D,MT,15,0.0
1490,Thune,R,SD,15,0.0
1491,Tillis,R,NC,15,0.0
1492,Toomey,R,PA,15,0.0
1493,Udall,D,NM,15,1.0
1494,Vitter,R,LA,15,0.0
1495,Warner,D,VA,15,0.0
1496,Warren,D,MA,15,1.0
1497,Whitehouse,D,RI,15,1.0
1498,Wicker,R,MS,15,0.0
1499,Wyden,D,OR,15,1.0
